"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500"
0,5,3,4,1,4,13,2,8,8,7,6,11,17,4,3,7,11,7,3,5,8,5,1,14,10,32,5,1,1,9,3,3,2,21,1,11,4,9,3,7,3,11,9,7,13,4,8,4,14,1,16,12,5,17,7,7,10,5,1,5,11,6,4,12,5,3,7,1,3,18,26,4,10,6,23,11,6,10,12,4,6,6,15,3,8,1,2,4,9,7,10,6,5,8,1,1,19,1,4,12,11,3,18,24,6,11,3,6,2,9,12,5,28,20,9,9,9,3,8,2,7,11,5,10,3,0,16,7,4,7,1,3,8,14,13,7,7,8,11,6,8,5,7,4,12,2,7,2,1,11,4,22,10,5,3,3,9,12,14,12,17,9,4,15,4,0,9,6,4,16,6,4,11,8,45,4,13,1,4,10,7,3,5,2,24,13,3,3,13,9,1,3,3,2,8,4,6,10,8,5,8,12,11,3,3,5,9,16,2,4,6,8,11,7,6,8,4,7,9,32,3,6,8,24,20,11,0,4,3,6,3,2,1,11,5,1,3,13,23,10,5,10,1,10,8,9,3,4,13,10,10,7,2,5,0,8,9,14,14,27,14,17,10,5,4,11,14,1,9,4,4,5,3,5,18,3,4,10,6,4,10,1,16,1,3,8,9,1,22,7,2,5,11,2,11,8,2,9,7,14,19,7,10,8,12,9,2,7,6,12,12,8,17,12,15,4,7,6,22,13,5,4,4,5,11,14,5,7,4,2,4,35,9,4,11,2,5,8,40,7,5,1,6,14,5,6,2,20,13,6,15,4,3,21,9,15,6,7,4,7,4,14,5,18,4,9,12,20,9,7,6,1,7,2,11,12,3,9,24,3,2,2,5,16,1,10,19,1,2,6,4,23,12,12,11,5,6,13,4,18,9,4,6,2,2,11,46,7,21,26,9,1,13,10,11,6,12,5,16,4,4,17,4,35,15,12,0,6,4,20,9,12,10,4,13,14,25,25,12,5,7,8,8,13,29,11,20,4,9,17,16,14,9,5,2,5,1,11,3,6,8,10,6,8,3,7,7,7,6,5,3,12,11,9,5,7,9,4,5,13,7,12,7,5,21,43,9,8,2,3,8,10,3,10,22,8,8,2,10
12,8,12,14,6,2,3,3,7,2,14,8,6,4,22,6,8,3,7,14,13,4,16,1,1,7,11,7,10,7,19,12,8,4,10,6,2,0,1,2,14,1,4,6,1,12,5,3,7,7,7,1,9,12,10,24,4,7,8,2,10,2,23,3,4,6,3,11,9,7,5,9,10,2,9,8,8,4,4,7,7,9,3,1,31,5,13,3,0,7,10,5,1,12,5,2,0,10,7,15,7,11,2,7,3,10,2,18,12,7,19,4,16,8,7,4,8,8,3,1,2,16,4,2,13,6,9,2,17,10,9,1,30,5,5,6,14,7,6,5,2,5,19,22,4,1,6,4,9,5,11,5,3,9,10,1,15,13,4,8,3,1,4,4,9,7,11,5,5,4,10,19,0,17,5,21,11,1,1,6,3,11,4,5,3,12,1,14,32,6,1,17,20,6,10,12,9,6,12,0,2,5,2,7,5,8,18,20,3,11,0,16,4,18,4,7,16,12,7,4,2,2,3,4,14,5,20,9,4,2,5,1,10,10,17,2,3,0,16,6,3,8,10,8,0,9,8,6,2,3,2,8,2,1,5,9,2,19,12,6,1,10,12,4,3,7,11,15,5,22,0,2,6,5,16,20,8,4,3,5,6,10,11,19,3,0,1,3,10,2,26,14,2,6,10,3,5,2,8,13,2,1,9,16,9,33,12,8,8,1,3,8,21,4,8,22,6,0,2,17,4,6,0,2,11,4,9,8,3,19,5,8,11,1,7,29,1,11,15,16,12,2,15,2,5,9,2,42,7,9,9,4,1,6,5,4,2,14,13,0,11,20,27,13,7,4,3,6,7,5,4,2,2,8,8,10,10,3,13,7,9,2,19,4,19,7,10,10,2,6,5,4,10,1,4,1,1,1,16,1,5,6,4,4,2,6,11,11,2,26,3,26,7,9,0,13,30,0,1,35,2,2,14,21,19,12,16,14,15,3,7,3,7,19,1,15,11,10,13,16,8,8,6,15,31,7,0,6,2,21,36,8,14,2,6,9,10,5,4,2,8,2,13,1,0,14,5,0,15,1,10,6,6,11,1,7,7,0,4,12,2,1,1,9,2,4,16,8,14,3,5,4,9,1,12,10,5,7,6,23
3,11,6,2,17,6,7,1,0,9,0,2,19,11,1,4,17,5,6,5,3,6,12,2,6,7,19,0,11,15,3,13,0,2,1,1,5,1,13,16,4,0,3,2,1,2,6,5,0,5,0,17,3,2,4,8,0,11,4,5,0,13,19,4,7,10,8,5,2,6,8,8,1,13,0,6,6,0,4,2,8,4,3,2,21,3,6,3,6,4,4,4,4,2,7,14,3,11,3,11,15,5,4,9,17,5,5,8,12,4,2,6,9,5,0,7,4,11,7,1,4,9,8,1,9,2,4,3,2,4,2,6,19,8,12,5,8,3,5,4,4,6,13,5,2,7,3,5,1,6,8,7,8,1,7,2,4,5,2,7,3,6,9,7,9,2,14,3,2,0,7,11,3,4,5,10,8,8,0,2,10,1,5,3,4,9,5,4,8,6,3,8,2,6,5,7,8,3,2,6,3,11,8,0,4,6,5,7,1,18,2,2,8,6,1,6,2,1,5,3,7,5,15,1,10,2,4,16,3,5,2,1,1,4,4,5,4,6,5,13,3,8,20,1,4,8,2,2,0,5,12,22,3,2,4,6,5,6,6,4,4,7,5,14,1,3,6,13,0,16,2,9,1,4,8,7,1,2,10,2,1,6,5,8,4,7,8,6,13,3,5,3,3,8,1,2,9,7,1,6,0,2,1,1,0,10,8,13,14,7,5,11,0,10,7,2,1,11,5,6,12,1,11,7,7,11,5,27,4,4,2,4,11,6,4,2,5,2,2,5,3,5,5,2,3,10,3,8,17,12,11,2,3,2,12,1,3,1,10,0,3,4,22,4,5,1,20,4,7,17,5,4,6,5,2,5,7,9,2,10,4,5,4,5,5,7,3,9,5,1,4,4,1,10,8,0,3,5,7,3,8,8,6,4,1,4,3,4,6,15,5,3,2,2,5,7,7,4,1,4,1,1,3,13,1,6,7,14,9,0,2,0,1,2,4,11,6,16,6,2,1,2,3,2,6,6,3,5,6,3,11,3,3,1,4,3,9,4,1,5,4,2,5,6,4,0,2,5,4,9,16,6,21,11,2,4,5,5,3,7,8,9,12,8,1,7,10,5,2,8,2,18,6,3,7,11,7,5,1,5
6,6,3,3,1,3,24,11,6,16,12,5,7,4,5,13,7,7,4,10,1,3,2,1,5,31,27,9,2,5,7,0,18,1,5,3,23,1,3,8,1,13,5,7,1,10,7,14,9,7,5,13,9,14,21,5,1,7,12,8,5,10,2,16,3,17,2,15,6,6,3,20,2,8,21,1,7,20,5,6,4,11,2,24,6,3,5,7,7,10,5,2,0,13,6,3,0,32,0,5,19,1,5,11,26,18,0,12,0,22,9,6,18,18,6,2,31,0,2,13,16,13,3,5,8,4,4,27,10,4,4,3,18,1,22,4,8,11,1,4,8,5,11,2,27,23,4,6,4,12,12,3,1,3,3,3,12,3,14,3,3,6,4,10,4,21,7,3,5,1,21,14,9,11,10,12,7,4,11,6,28,4,14,13,5,4,6,3,0,5,1,6,17,6,11,7,4,15,0,7,3,0,2,9,3,8,10,6,4,6,2,2,4,10,4,14,6,3,5,10,14,9,3,4,2,0,5,2,1,4,5,23,3,3,12,19,3,10,9,23,4,8,6,13,6,8,5,8,5,1,13,13,19,7,1,2,4,17,12,4,2,8,16,6,0,9,7,1,5,11,4,7,6,18,15,12,5,9,6,3,20,4,3,0,5,2,10,12,8,6,5,6,7,19,2,5,5,5,8,19,10,11,1,4,4,2,9,9,51,3,16,3,4,14,8,4,2,1,2,6,13,2,9,15,9,4,8,13,13,1,0,43,5,4,2,25,7,4,0,18,8,5,4,8,10,16,6,6,18,11,8,7,5,11,24,3,3,5,6,21,5,14,27,7,11,1,1,2,2,7,11,9,5,9,30,13,9,15,4,12,6,13,9,8,9,4,6,7,3,1,6,11,6,3,1,7,3,2,6,10,6,11,6,14,4,7,22,3,10,11,15,5,9,4,7,20,28,7,14,8,1,10,14,5,10,1,5,2,7,5,29,4,19,5,4,6,3,40,15,7,29,9,4,5,4,2,3,9,11,14,8,8,6,17,2,11,4,1,16,10,7,0,8,6,13,1,2,8,15,15,18,20,8,7,14,17,11,4,1,0,13,0,17,4,12,4,6,19,0,1,10,10,2,3,19,52,13,17,0,14
4,15,10,13,11,12,30,5,15,8,2,3,6,8,9,5,26,3,8,9,6,1,7,3,7,28,4,4,14,20,12,10,6,3,8,7,0,6,3,2,2,16,2,22,9,6,4,6,5,1,21,6,13,22,3,8,2,13,8,10,8,10,26,3,49,28,1,16,8,7,14,24,6,10,34,10,7,8,6,5,6,4,13,10,14,15,5,8,10,15,16,5,2,8,5,3,5,0,10,11,11,16,4,5,9,2,6,2,4,17,2,8,3,6,19,7,22,11,6,12,18,6,4,12,25,19,12,16,1,10,11,5,7,7,10,4,14,10,3,5,18,13,24,1,1,5,6,2,5,0,5,2,3,7,8,13,5,3,9,10,8,5,14,5,10,5,5,15,9,4,22,25,5,2,1,12,13,7,5,5,14,5,22,3,8,11,3,2,7,7,5,39,3,5,9,13,7,3,8,5,3,11,3,15,1,13,18,15,23,9,22,9,6,13,11,10,11,1,7,8,11,14,3,6,14,3,5,22,9,5,12,9,13,6,13,7,4,2,7,16,5,15,12,4,9,8,10,2,23,5,14,3,15,1,5,4,6,14,9,19,10,3,9,21,4,6,6,8,3,15,5,3,4,11,10,7,16,6,16,10,12,15,17,13,4,24,7,13,7,5,6,17,7,6,11,7,3,5,9,9,9,15,8,6,18,2,5,21,10,17,15,13,2,15,9,2,17,10,6,10,8,14,7,7,1,5,3,17,7,6,12,15,46,9,0,19,6,13,3,15,11,16,9,11,5,10,10,13,6,26,19,16,15,10,47,4,6,7,4,6,27,5,42,6,8,2,5,12,19,3,11,8,4,10,21,19,17,7,2,19,12,35,6,5,11,1,10,18,7,0,11,7,11,18,4,13,4,8,21,7,20,5,7,0,1,4,3,12,8,12,11,11,4,2,14,13,14,2,6,28,0,17,13,55,10,11,15,6,12,1,15,16,20,3,5,15,1,28,14,27,14,8,7,13,13,6,8,8,8,8,19,14,11,10,13,7,6,0,2,10,4,8,20,9,11,7,5,9,6,5,19,5,7,20,2,10,15,16,4,12,9,2,16,3,5,3,11,2,7,9,7,5,8,6,4,14,9,11,4,7
5,5,1,3,3,6,1,2,4,3,0,2,7,5,0,2,3,6,2,2,4,1,4,7,7,7,10,5,1,4,4,4,1,6,3,6,5,2,1,6,1,3,12,2,4,11,3,2,3,11,1,7,4,2,6,10,4,10,11,3,5,1,18,7,6,3,6,20,7,2,2,9,6,5,5,4,4,7,2,7,3,7,2,4,7,0,6,5,3,5,6,2,2,6,3,0,4,3,6,7,1,2,5,6,8,2,5,4,5,10,0,4,3,3,19,5,7,12,2,0,7,3,2,3,2,3,3,0,4,3,4,2,4,0,4,3,9,5,8,1,3,5,3,2,1,2,2,3,11,3,4,3,2,2,4,3,6,3,5,6,6,10,3,16,7,1,2,0,5,3,8,10,7,2,3,3,8,2,6,5,13,8,6,11,3,2,0,4,8,5,0,10,2,1,1,7,0,5,2,1,5,0,4,2,2,1,7,8,1,1,11,9,4,4,4,2,5,2,2,9,11,2,8,3,4,7,6,2,0,2,0,16,8,4,9,1,0,2,0,3,9,3,3,2,10,3,2,4,6,1,6,2,2,2,1,6,2,2,8,5,4,5,12,2,1,0,4,1,6,6,2,13,3,4,4,13,4,2,5,2,4,3,4,1,7,15,1,1,4,4,13,3,4,5,2,8,1,1,3,12,5,9,9,4,5,5,0,6,7,2,5,2,3,8,4,4,6,7,5,7,7,2,3,9,10,7,2,21,3,4,3,2,23,3,1,3,11,4,6,18,3,9,12,3,1,6,9,1,5,25,5,1,2,4,9,4,2,6,3,9,4,3,5,2,9,5,4,8,4,2,12,6,4,0,8,3,1,8,2,2,14,3,6,3,3,3,5,13,5,4,3,6,10,8,4,5,2,10,9,0,7,5,5,3,1,3,5,5,5,8,9,4,1,9,0,15,16,4,3,7,3,7,4,17,10,11,10,4,7,0,11,2,4,4,4,2,8,10,5,7,6,1,2,5,8,1,1,6,5,6,1,2,5,2,3,5,6,2,1,3,3,6,10,2,13,1,5,3,2,2,3,4,6,7,5,6,3,4,2,3,3,16,1,3,1,11,10,9,2,7,1,4,3,2,3,3,5,4,0,4
5,13,8,35,15,10,25,10,21,2,25,4,12,14,16,11,35,10,6,8,10,9,14,7,17,19,18,21,15,10,30,7,6,5,22,12,19,12,10,14,11,14,27,30,15,23,11,24,9,13,10,26,13,12,22,16,3,25,10,7,10,29,13,5,13,27,9,17,11,5,48,22,7,19,20,33,17,38,5,4,22,8,8,18,12,17,2,15,8,11,17,10,9,30,7,15,6,24,9,14,22,21,7,22,47,6,12,10,7,14,8,16,15,19,26,15,14,32,5,11,17,13,8,14,19,10,6,27,4,18,14,12,23,9,19,21,4,31,36,18,9,32,20,19,11,15,11,6,10,5,9,16,16,13,16,22,21,11,26,14,12,39,16,7,12,15,35,25,10,12,18,31,9,9,15,16,15,6,19,11,17,14,17,6,13,34,15,7,20,21,7,17,12,7,15,4,13,7,28,21,4,9,9,26,9,16,26,47,20,16,21,26,18,9,16,24,12,23,15,13,36,16,7,9,27,26,30,14,10,11,15,10,11,14,23,11,12,12,18,9,23,13,31,7,13,5,23,9,4,7,54,25,15,4,10,7,5,26,54,20,7,22,41,15,16,8,22,35,4,22,5,7,20,16,20,37,3,8,19,8,18,27,15,36,11,14,19,5,37,17,24,8,11,11,27,12,12,4,3,17,10,13,21,13,18,10,24,11,34,21,15,18,11,18,6,11,13,6,8,37,15,11,21,19,12,14,19,16,8,4,14,37,42,22,11,47,17,9,27,28,3,21,5,16,8,16,12,21,22,16,21,12,19,18,50,7,22,26,18,11,11,10,50,13,28,21,5,21,12,14,18,7,3,14,20,26,17,10,8,21,25,18,21,4,23,8,21,17,11,8,10,14,27,17,15,22,10,8,18,10,50,13,8,11,11,7,18,46,19,25,30,10,6,21,11,23,12,3,10,35,4,7,22,9,18,12,34,26,6,5,19,16,8,11,6,20,28,78,25,24,28,5,23,27,13,19,15,20,8,16,43,22,21,19,7,27,8,14,18,21,16,15,11,5,18,5,9,13,13,13,32,25,26,28,18,28,14,20,10,6,14,14,10,10,15,10,37,9,14,10,8,26,12,4,22,45,13,14,19,32
12,61,11,13,14,14,25,11,29,11,31,10,14,10,12,6,31,4,17,25,1,15,15,3,13,36,19,19,11,7,17,6,2,14,13,7,26,11,17,9,30,9,19,22,49,13,12,22,1,9,10,13,23,53,23,22,27,38,20,2,17,15,21,3,25,10,15,26,12,13,6,11,36,6,24,5,9,18,12,9,15,28,12,22,11,56,18,33,6,15,15,6,5,14,8,5,4,17,32,31,9,12,17,19,12,7,12,31,9,18,25,6,13,24,45,10,52,10,2,7,19,19,15,10,18,17,2,18,2,4,20,13,22,4,10,19,18,7,9,21,6,15,15,3,7,3,2,8,6,68,24,14,25,23,8,1,14,14,1,19,14,16,37,11,21,9,24,5,13,10,16,11,6,7,8,28,25,10,10,6,13,12,30,26,4,22,7,9,36,23,6,32,11,20,16,26,16,26,20,12,6,10,5,11,13,23,11,21,30,13,5,13,12,5,10,9,9,21,1,9,21,2,10,6,8,31,19,10,1,1,28,77,4,6,13,1,8,11,3,8,34,26,20,37,6,26,5,5,8,5,6,23,3,5,19,17,9,15,9,15,27,47,53,19,9,7,24,6,6,15,4,22,21,15,1,19,13,10,13,9,5,26,5,5,9,5,28,15,10,14,13,7,24,3,9,6,13,5,30,23,13,5,17,17,9,30,17,22,15,8,12,24,19,6,15,1,23,31,7,28,9,23,6,19,6,11,21,59,9,18,13,26,10,13,5,60,16,22,23,39,5,16,17,11,2,38,36,8,26,10,32,17,4,2,26,0,16,19,23,1,5,15,10,7,28,6,11,13,23,19,85,18,3,18,20,37,16,12,23,15,2,11,17,7,8,12,6,15,15,7,10,10,18,14,6,11,5,27,9,7,24,2,12,12,4,33,13,32,15,22,13,18,7,29,6,15,55,5,19,38,2,0,27,29,19,43,14,18,9,3,40,5,7,4,23,26,17,17,28,17,15,6,5,15,15,24,3,21,16,24,48,9,7,12,19,8,1,4,5,21,5,4,19,12,10,14,15,29,15,6,16,20,5,23,4,0,24,4,5,8,17,4,12,6,6,16,43,25,28,15,8,4,16,3,20,14,10,4,3,11
4,11,8,20,15,11,13,1,6,3,4,3,13,8,3,6,15,2,17,6,10,10,5,4,5,11,21,7,8,9,3,8,3,3,9,0,25,8,2,6,9,0,5,6,6,11,13,21,2,3,6,5,7,8,7,18,2,2,2,7,6,6,27,5,8,8,6,3,4,9,8,10,8,19,6,15,4,5,15,13,6,7,6,9,6,8,0,20,1,10,20,6,12,8,5,7,3,2,10,12,4,8,5,3,4,9,2,3,9,12,1,20,2,7,12,11,10,5,5,11,14,13,5,10,4,13,2,3,5,12,10,4,10,11,7,9,4,7,5,11,5,3,5,3,8,3,1,1,5,5,20,15,7,10,5,9,1,4,5,6,4,21,3,8,10,3,10,5,4,5,8,25,6,7,15,13,6,4,12,3,8,6,4,7,12,10,4,6,22,7,2,5,3,3,1,17,5,6,15,5,6,4,5,17,4,4,5,15,9,2,9,6,3,21,6,5,3,5,6,9,16,12,1,4,16,4,1,1,5,15,3,17,2,4,5,3,10,17,8,5,9,2,12,10,1,6,6,3,3,3,15,3,13,21,10,5,10,8,15,1,5,3,17,3,2,1,14,11,3,35,5,1,4,6,6,17,2,2,12,1,8,4,5,11,8,5,6,2,12,6,5,6,3,5,3,1,6,2,8,6,5,8,5,1,3,7,14,6,8,6,9,20,25,10,9,6,7,6,11,13,4,3,10,19,8,8,8,15,2,5,13,10,16,8,5,28,4,6,1,10,6,7,6,1,10,18,12,7,6,11,11,24,10,6,14,2,11,8,6,4,8,7,17,8,12,2,2,5,17,5,11,8,5,14,12,5,12,7,5,14,7,2,13,3,7,11,7,15,5,6,5,11,11,4,8,9,3,2,4,10,3,23,2,10,7,20,11,14,10,3,2,7,2,7,1,3,40,2,2,21,11,4,6,19,15,15,10,6,10,2,8,4,14,9,5,6,6,21,18,18,5,5,15,16,10,8,7,9,3,6,34,5,12,13,4,12,11,4,6,24,3,7,9,7,4,4,4,6,13,7,8,10,6,12,7,17,10,12,3,11,5,12,6,6,2,9,7,20,0,3,6,10,3,3,18,3,4,15,10,15
2,2,3,5,7,5,5,7,5,1,8,2,0,2,0,1,6,3,1,2,1,0,1,1,0,4,7,1,2,1,1,0,3,3,1,0,4,2,5,1,2,2,3,3,6,2,1,2,2,4,0,5,2,7,1,9,2,8,1,1,2,1,7,4,1,2,5,1,7,2,7,6,1,1,1,3,1,2,6,3,3,1,2,5,2,1,4,7,3,3,5,0,3,2,0,3,2,3,3,1,8,5,6,3,5,1,1,6,5,3,0,4,4,4,2,3,3,2,3,4,6,3,7,0,2,1,2,1,1,5,4,1,4,1,3,1,5,1,1,3,5,0,6,2,0,2,3,2,6,4,0,5,2,8,0,4,3,2,2,3,1,4,3,1,3,3,3,5,2,3,1,1,1,4,5,5,2,3,3,0,1,1,2,1,2,6,2,2,3,5,2,4,1,1,2,3,2,6,6,4,1,0,3,1,1,1,2,5,5,2,4,8,1,1,4,7,2,1,5,3,13,1,1,1,3,0,3,4,1,8,2,0,3,1,4,4,2,1,1,4,3,2,5,6,1,4,0,4,2,3,2,5,4,7,0,3,0,6,1,0,4,2,9,3,2,3,3,2,2,8,3,4,6,3,1,1,1,1,4,3,0,1,1,5,2,1,2,5,3,3,7,2,2,3,3,2,2,2,5,4,5,5,2,1,2,1,0,3,2,3,5,2,10,6,2,6,7,4,0,6,5,3,5,2,8,5,2,1,5,1,4,6,7,6,1,7,3,5,4,2,4,5,1,5,7,0,2,1,4,9,2,2,2,3,4,2,3,2,2,2,9,0,2,3,3,4,4,3,1,0,2,4,1,5,5,5,1,0,3,1,4,5,3,2,2,3,4,2,3,0,3,1,5,3,3,5,0,0,2,0,11,2,0,2,0,3,5,7,6,7,5,5,5,1,7,3,9,2,1,5,1,1,6,5,5,0,2,1,1,2,4,3,1,1,1,1,3,3,1,4,3,1,1,9,3,4,3,6,3,3,2,2,2,2,2,2,11,6,1,5,1,4,3,2,4,3,0,4,2,5,3,3,4,6,7,2,4,9,1,0,4,3,7,5,2,3,3,5,2,0,5,5,2,2,1,3,0,5,5,7
3,5,0,6,4,2,5,3,3,2,2,3,3,0,0,1,0,3,2,3,4,1,2,0,0,2,8,3,0,1,3,4,1,1,1,3,6,1,1,2,1,3,5,1,3,1,2,12,0,3,2,1,6,6,1,0,1,4,1,0,1,0,6,3,9,0,4,2,3,5,3,4,2,3,2,1,2,6,2,1,4,3,0,7,3,2,4,8,2,2,2,1,1,2,2,3,0,2,0,4,2,1,0,3,1,0,3,1,2,7,2,3,3,3,1,3,4,2,1,1,5,9,0,1,4,3,1,0,1,1,2,1,4,1,4,0,0,0,1,2,1,0,2,2,1,3,2,0,1,2,5,1,2,1,2,0,1,3,8,2,2,4,0,2,3,3,6,1,3,0,3,3,7,3,1,6,2,3,2,0,5,1,7,3,0,1,2,1,1,4,2,1,1,0,2,4,0,0,7,2,1,1,0,2,1,4,2,1,4,2,5,1,2,1,3,3,1,4,4,0,4,3,8,0,1,0,1,4,2,2,2,1,2,1,4,1,1,3,4,2,4,4,4,3,3,2,0,2,0,5,1,2,3,1,1,5,0,3,6,2,1,0,2,0,2,5,2,2,2,7,0,0,0,4,1,3,1,0,4,3,5,1,1,1,0,0,1,5,1,1,3,2,2,5,2,1,1,6,1,3,1,5,3,2,3,0,1,3,0,0,2,2,7,8,1,0,3,4,0,7,5,0,3,1,4,1,1,5,5,0,2,1,5,2,3,1,4,2,0,2,3,1,0,6,3,2,3,1,2,2,5,5,4,0,2,1,0,5,0,3,5,5,5,4,3,1,6,7,4,5,3,1,4,7,7,7,0,0,3,5,7,2,2,1,5,0,6,4,2,1,2,1,5,0,0,1,0,1,4,5,7,1,1,0,2,2,5,2,0,4,4,3,4,4,3,6,6,5,0,8,1,1,7,4,8,2,6,0,8,0,0,0,0,2,3,1,0,4,6,8,1,1,0,2,2,3,1,2,3,3,2,0,0,4,3,3,0,1,2,2,3,4,2,6,1,2,2,1,2,0,4,3,2,7,2,2,0,3,3,1,1,1,0,2,0,5,8,8,1,5,1,1,2,0,8,3,0,2,3,0
4,4,7,0,5,2,0,1,17,0,1,2,1,0,2,1,7,0,5,0,10,6,3,0,4,2,11,1,1,3,3,2,0,2,3,0,3,2,0,6,3,2,2,6,5,4,5,9,2,1,0,1,3,0,2,12,1,5,4,0,1,1,5,0,8,5,7,2,0,5,5,0,2,5,1,6,1,12,1,6,3,3,0,2,8,5,2,3,2,2,5,1,8,3,1,4,3,0,1,6,3,5,0,2,4,0,0,6,2,1,1,1,8,10,9,2,3,0,1,1,6,6,6,5,1,1,0,0,0,7,3,3,1,3,13,7,1,2,4,5,1,0,3,3,1,4,0,1,9,1,5,5,0,1,2,2,0,5,6,3,3,0,4,3,0,2,8,0,3,1,3,3,7,2,1,5,4,4,1,1,5,1,8,0,2,1,3,4,3,4,3,1,5,3,1,1,5,2,12,2,0,0,1,5,5,3,0,1,1,2,6,1,3,3,3,0,1,1,1,5,1,2,2,4,1,0,2,1,4,2,4,2,2,2,3,5,0,5,1,4,3,0,13,2,2,4,3,3,1,3,3,3,2,2,3,0,9,4,3,2,2,6,4,9,2,4,0,4,3,4,0,4,3,7,6,4,0,4,4,0,1,0,7,1,0,5,0,2,8,1,1,3,2,3,5,1,2,1,2,5,0,2,1,0,1,1,3,5,6,2,3,0,1,6,1,2,3,1,2,4,0,6,1,3,3,2,1,3,12,2,0,0,11,2,3,6,0,4,0,6,2,1,2,2,1,5,3,3,5,11,2,12,2,4,5,3,4,13,1,4,0,2,5,1,6,2,13,4,4,9,1,2,1,2,4,1,1,3,0,7,4,2,4,0,2,3,0,2,3,0,0,4,8,0,0,3,0,6,4,1,8,6,0,5,0,5,1,4,4,2,3,2,3,1,3,2,6,0,2,7,4,1,1,6,5,2,2,2,1,0,1,0,4,3,1,10,6,14,4,10,4,3,0,7,5,2,2,2,1,1,5,10,2,4,2,0,3,0,4,3,0,4,12,11,3,4,1,5,4,6,8,3,2,4,0,6,0,1,1,1,1,1,1,5,2,4,11,3,3,2,4,0,2,2,1,4,1,2,0,3
